order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
237,93,304,3,304.11,15.21,866.7
238,93,230,1,469.16,46.92,422.24
239,93,41,2,448.53,44.85,807.37
240,94,277,1,116.7,5.84,110.86
241,94,216,5,431.35,43.13,1941.08
242,95,333,1,365.75,36.57,329.18
243,95,137,4,511.58,51.16,1841.67
244,95,333,1,344.23,0.0,344.23
245,96,225,3,462.62,0.0,1387.87
246,96,551,5,320.89,48.13,1363.82
247,96,264,5,147.34,22.1,626.22
248,97,333,3,315.89,47.38,805.52
249,97,160,4,348.08,52.21,1183.46
250,98,152,4,195.52,9.78,742.95
251,98,471,2,336.09,16.8,638.59
252,98,194,5,241.48,12.07,1147.06
253,99,22,3,219.44,10.97,625.4
254,99,404,5,100.19,5.01,475.89
255,99,74,4,354.54,53.18,1205.43
256,100,540,2,19.82,0.0,39.64
257,101,387,4,413.76,0.0,1655.05
258,102,136,2,414.51,41.45,746.11
259,103,14,1,24.85,0.0,24.85
260,103,556,3,305.05,0.0,915.15
261,104,143,4,233.06,34.96,792.38
262,104,168,3,163.6,8.18,466.27
263,105,58,5,134.03,0.0,670.14
264,105,22,1,216.61,21.66,194.95
265,106,524,4,27.92,1.4,106.06
266,107,233,4,12.94,1.29,46.59
267,108,232,4,278.54,0.0,1114.16
268,108,504,2,492.31,24.62,935.39
269,108,105,3,172.86,17.29,466.72
270,109,370,1,237.58,11.88,225.7
271,110,439,5,161.49,8.07,767.12
272,110,436,2,313.7,31.37,564.65
273,111,357,1,192.15,28.82,163.33
274,111,378,3,176.65,0.0,529.94
275,111,3,2,293.66,14.68,557.95
276,112,152,4,210.54,31.58,715.84
277,112,69,1,403.77,40.38,363.39
278,112,149,1,437.35,21.87,415.48
279,113,395,3,72.42,10.86,184.67
280,113,493,4,39.92,3.99,143.7
281,114,252,4,368.83,55.32,1254.04
282,114,552,5,296.09,14.8,1406.46
283,115,86,5,116.28,5.81,552.36
284,115,90,2,217.62,10.88,413.48
285,115,18,3,271.06,13.55,772.52
286,115,113,1,468.41,46.84,421.57
287,116,302,4,112.39,16.86,382.11
288,116,249,2,307.81,0.0,615.62
289,117,121,2,317.44,0.0,634.89
290,117,435,3,149.77,0.0,449.32
291,118,489,5,24.17,0.0,120.84
292,119,375,2,149.94,0.0,299.89
293,119,13,5,336.15,50.42,1428.63
294,120,187,4,236.31,23.63,850.7
295,120,482,4,404.08,60.61,1373.88
296,121,294,1,401.19,0.0,401.19
297,122,516,2,120.69,18.1,205.19
298,122,466,5,334.42,33.44,1504.88
299,123,233,4,14.38,1.44,51.77
300,123,95,5,365.59,18.28,1736.56
301,123,217,4,257.63,12.88,979.0
302,124,189,5,435.38,0.0,2176.91
303,124,480,4,254.03,38.1,863.72
304,124,390,2,198.66,19.87,357.57
305,124,435,2,156.87,0.0,313.75
306,125,372,5,107.48,10.75,483.63
307,126,246,3,439.27,0.0,1317.81
308,127,217,5,227.03,22.7,1021.64
309,128,565,2,137.98,0.0,275.95
310,128,247,3,317.9,0.0,953.7
311,129,47,1,358.61,35.86,322.75
312,129,9,3,459.75,68.96,1172.38
313,129,513,2,331.81,49.77,564.09
314,129,365,2,58.41,0.0,116.81
315,130,418,5,206.78,10.34,982.19
316,130,25,5,109.75,16.46,466.43
317,130,39,3,375.95,56.39,958.67
318,131,96,2,128.04,6.4,243.28
319,132,514,5,460.01,46.0,2070.06
320,132,459,2,46.37,4.64,83.45
321,133,41,4,390.6,0.0,1562.39
322,133,157,5,281.33,42.2,1195.66
323,133,100,1,83.64,8.36,75.28
324,133,561,1,367.55,55.13,312.42
325,134,174,3,81.57,8.16,220.22
326,134,591,3,380.44,0.0,1141.31
327,134,184,4,60.23,9.03,204.78
328,135,453,2,262.7,39.41,446.58
329,135,41,3,441.69,66.25,1126.32
330,135,419,5,413.57,20.68,1964.43
331,136,376,5,99.34,9.93,447.05
332,136,383,1,160.54,24.08,136.46
333,136,270,1,49.1,0.0,49.1
334,136,251,5,430.85,0.0,2154.26
335,137,385,2,206.25,0.0,412.51
336,137,229,4,281.68,0.0,1126.72
337,137,358,4,390.38,58.56,1327.3
338,138,88,2,462.75,69.41,786.68
339,139,205,4,458.27,45.83,1649.78
340,139,351,5,294.77,44.22,1252.75
341,139,118,3,24.16,1.21,68.85
342,139,482,2,397.71,39.77,715.88
343,140,390,1,237.12,23.71,213.41
344,141,485,2,260.14,0.0,520.28
345,141,434,3,64.45,3.22,183.68
346,141,86,2,101.89,15.28,173.21
347,141,84,3,101.89,15.28,259.82
348,142,538,2,508.09,50.81,914.57
349,142,189,1,391.66,58.75,332.91
350,142,351,3,275.75,27.57,744.54
351,142,430,4,285.78,14.29,1085.97
352,143,364,5,95.59,0.0,477.96
353,143,575,5,224.99,11.25,1068.68
354,143,332,3,238.67,35.8,608.6
355,143,152,4,228.32,0.0,913.26
356,144,270,5,50.07,7.51,212.81
357,144,129,4,513.88,0.0,2055.53
358,144,38,2,78.34,3.92,148.84
359,144,431,5,174.28,26.14,740.68
360,145,357,2,219.59,0.0,439.18
361,145,380,3,347.72,34.77,938.85
362,146,512,4,230.33,23.03,829.21
363,147,556,4,286.27,28.63,1030.56
364,147,117,2,173.56,17.36,312.4
365,147,182,5,272.15,40.82,1156.64
366,148,292,4,233.12,0.0,932.48
367,148,90,1,205.44,0.0,205.44
368,148,422,1,137.51,0.0,137.51
369,148,455,5,394.16,0.0,1970.81
370,149,431,2,156.05,23.41,265.29
371,149,565,4,123.91,18.59,421.27
372,149,128,3,103.04,15.46,262.75
373,150,406,1,251.84,12.59,239.25
374,150,520,3,393.54,39.35,1062.56
375,150,315,4,429.96,0.0,1719.85
376,150,425,1,451.25,22.56,428.69
377,151,532,5,377.51,18.88,1793.13
378,151,586,4,384.27,57.64,1306.51
379,151,198,5,33.37,0.0,166.83
380,152,132,4,89.13,4.46,338.67
381,152,413,3,320.67,48.1,817.72
382,152,237,1,377.2,18.86,358.34
383,152,517,1,439.28,65.89,373.39
384,153,567,2,536.93,26.85,1020.15
385,153,96,1,107.62,0.0,107.62
386,153,157,1,280.8,0.0,280.8
387,154,26,2,212.52,21.25,382.53
388,154,192,2,193.33,9.67,367.33
389,154,305,2,441.86,22.09,839.54
390,154,388,3,186.49,18.65,503.51
391,155,148,1,75.74,0.0,75.74
392,156,471,5,292.28,14.61,1388.37
393,157,269,2,393.87,59.08,669.57
394,157,371,2,179.75,26.96,305.57
395,157,23,4,204.59,0.0,818.34
396,158,430,4,309.57,46.44,1052.54
397,158,165,2,99.56,4.98,189.17
398,159,121,3,357.55,53.63,911.77
399,160,163,5,333.07,0.0,1665.34
400,161,31,5,282.55,14.13,1342.08
401,161,222,3,336.99,16.85,960.42
402,162,336,2,441.09,22.05,838.08
403,163,281,4,250.42,0.0,1001.69
404,163,357,5,207.49,31.12,881.84
405,163,508,4,369.93,55.49,1257.78
406,164,257,2,459.52,45.95,827.14
407,164,403,1,231.35,23.13,208.22
408,165,211,4,160.89,24.13,547.04
409,165,434,5,71.16,7.12,320.2
410,166,393,4,74.84,7.48,269.43
411,167,66,4,153.51,0.0,614.02
412,167,524,3,30.59,3.06,82.6
413,167,544,3,102.59,0.0,307.77
414,168,331,4,261.07,26.11,939.86
415,168,252,1,353.57,35.36,318.21
416,169,149,3,419.15,41.92,1131.69
417,169,12,3,307.97,30.8,831.51
418,169,239,5,203.94,20.39,917.74
419,170,540,2,17.45,1.75,31.41
420,170,77,5,32.86,4.93,139.66
421,171,326,3,262.05,0.0,786.16
422,171,506,4,260.14,26.01,936.52
423,171,432,1,440.62,22.03,418.59
424,171,335,5,249.36,0.0,1246.79
425,172,19,5,48.39,7.26,205.66
426,172,292,2,242.54,36.38,412.33
427,172,38,5,80.91,0.0,404.56
428,173,17,1,32.58,4.89,27.69
429,173,309,3,156.82,15.68,423.42
430,173,410,1,341.5,34.15,307.35
431,174,49,4,180.81,27.12,614.78
432,174,506,1,305.7,0.0,305.7
433,174,30,2,108.16,0.0,216.31
434,174,143,1,243.42,36.51,206.91
435,175,175,1,408.76,40.88,367.88
436,175,551,1,378.55,0.0,378.55
437,176,45,1,141.59,14.16,127.43
438,176,77,3,29.43,4.41,75.06
439,176,277,2,123.11,18.47,209.28
440,177,130,3,59.05,8.86,150.56
441,178,126,5,399.06,59.86,1696.0
442,178,502,3,469.09,70.36,1196.2
443,178,232,1,255.83,25.58,230.25
444,178,85,3,376.13,18.81,1071.96
445,179,80,1,156.37,0.0,156.37
446,179,218,1,259.77,38.96,220.81
447,180,193,4,407.69,20.38,1549.22
448,180,541,5,304.08,30.41,1368.36
449,180,465,2,510.78,0.0,1021.56
450,180,134,2,132.8,19.92,225.75
451,181,526,2,117.51,5.88,223.26
452,181,71,3,408.19,40.82,1102.12
453,181,592,1,275.15,0.0,275.15
454,181,113,2,390.96,58.64,664.63
455,182,274,1,35.58,5.34,30.24
456,182,361,3,42.13,0.0,126.39
457,183,442,2,153.3,23.0,260.61
458,183,521,3,121.22,12.12,327.31
459,183,379,1,424.32,63.65,360.67
460,184,199,3,79.88,3.99,227.67
461,184,283,5,80.88,12.13,343.76
462,184,112,1,235.39,0.0,235.39
463,184,225,1,450.4,0.0,450.4
464,185,245,1,100.81,10.08,90.73
465,185,232,5,279.22,41.88,1186.72
466,185,402,4,304.03,30.4,1094.51
467,186,211,2,172.38,17.24,310.28
468,186,295,5,65.15,0.0,325.77
469,186,97,2,431.85,64.78,734.14
470,186,313,2,184.26,0.0,368.52
471,187,192,3,202.61,10.13,577.45
472,187,14,4,22.44,0.0,89.77
473,188,271,1,154.3,0.0,154.3
474,188,361,4,46.37,6.96,157.63
475,189,484,1,227.8,0.0,227.8
476,189,581,3,37.55,1.88,107.01
477,190,97,1,414.7,41.47,373.23
478,190,464,4,103.0,10.3,370.8
479,191,260,3,367.59,36.76,992.5
480,191,309,3,175.51,26.33,447.54
481,191,116,3,82.64,0.0,247.92
482,191,152,4,227.97,11.4,866.29
483,192,510,1,54.37,8.16,46.21
484,192,369,2,144.86,7.24,275.24
485,192,387,1,500.23,75.03,425.2
486,193,272,3,243.68,36.55,621.38
487,193,428,3,414.78,0.0,1244.33
488,194,126,4,420.31,42.03,1513.13
489,194,296,1,535.3,80.29,455.01
490,194,151,4,403.29,40.33,1451.85
491,195,311,4,147.34,14.73,530.46
492,195,16,4,316.53,31.65,1139.53
493,196,55,4,399.61,59.94,1358.69
494,197,1,1,346.28,34.63,311.65
495,197,291,5,398.39,19.92,1892.36
496,197,89,3,42.14,2.11,120.08
497,198,600,1,411.85,0.0,411.85
498,198,485,3,271.26,40.69,691.7
499,198,433,4,430.7,0.0,1722.82
500,198,268,3,404.12,20.21,1151.74
501,199,331,5,228.92,11.45,1087.33
502,199,257,2,480.88,24.04,913.69
503,199,309,3,149.28,22.39,380.67
504,199,559,2,132.9,19.93,225.94
505,200,142,5,378.29,37.83,1702.31
506,201,480,3,260.07,39.01,663.19
507,201,421,4,347.84,0.0,1391.37
508,201,432,1,500.82,50.08,450.74
509,202,595,5,239.13,23.91,1076.12
510,202,55,4,384.66,0.0,1538.62
511,203,531,4,528.31,0.0,2113.25
512,203,57,3,6.82,0.0,20.47
513,203,342,5,441.21,44.12,1985.46
514,203,580,4,181.86,0.0,727.43
515,204,599,5,429.22,0.0,2146.1
516,205,529,2,145.27,21.79,246.96
517,205,140,2,33.27,1.66,63.21
518,206,319,1,510.64,25.53,485.11
519,206,118,1,21.94,0.0,21.94
520,206,533,1,187.28,0.0,187.28
521,207,26,5,191.6,0.0,958.01
522,207,125,3,349.08,17.45,994.88
523,207,241,5,351.54,52.73,1494.03
524,207,127,4,313.05,0.0,1252.18
525,208,146,2,17.7,0.89,33.62
526,208,488,4,228.5,0.0,914.02
527,209,377,3,341.41,0.0,1024.22
528,209,476,4,235.45,11.77,894.73
529,209,29,3,370.65,55.6,945.15
530,209,12,5,313.78,47.07,1333.57
531,210,364,2,97.13,14.57,165.13
532,211,10,2,12.24,0.61,23.26
533,211,358,5,384.27,0.0,1921.33
534,211,179,2,37.15,3.71,66.87
535,212,144,3,468.13,46.81,1263.96
536,212,404,1,115.75,17.36,98.39
537,212,386,4,404.8,20.24,1538.25
538,212,590,5,484.28,48.43,2179.26
539,213,332,5,288.42,28.84,1297.88
540,213,599,5,436.63,0.0,2183.17
541,214,31,2,295.58,0.0,591.16
542,215,488,3,250.92,12.55,715.11
543,215,108,2,297.01,44.55,504.92
544,215,431,1,150.74,15.07,135.67
545,215,118,1,26.07,0.0,26.07
546,216,384,5,405.98,0.0,2029.89
547,216,179,3,35.28,5.29,89.96
548,216,387,2,502.37,25.12,954.51
549,216,201,3,477.54,47.75,1289.37
550,217,207,2,271.43,13.57,515.73
551,217,89,5,41.06,0.0,205.31
552,218,35,2,293.41,29.34,528.13
553,218,418,5,226.8,0.0,1134.02
554,219,190,5,256.63,12.83,1219.02
555,219,585,4,474.96,47.5,1709.84
556,219,573,2,51.3,7.69,87.22
557,220,386,1,401.89,20.09,381.8
558,220,530,3,244.11,36.62,622.46
559,220,237,1,369.34,36.93,332.41
560,220,24,2,512.12,51.21,921.83
561,221,400,3,254.16,12.71,724.35
562,221,295,1,68.51,3.43,65.08
563,221,531,5,494.75,74.21,2102.72
564,222,560,1,401.1,40.11,360.99
565,223,34,3,164.11,8.21,467.7
566,224,61,2,351.97,35.2,633.54
567,224,64,2,323.03,0.0,646.07
568,224,355,1,531.14,0.0,531.14
569,225,133,3,378.16,0.0,1134.48
570,225,37,4,151.33,15.13,544.8
571,225,442,4,158.34,7.92,601.68
572,225,22,1,213.01,10.65,202.36
573,226,19,5,43.93,6.59,186.71
574,226,387,2,451.2,67.68,767.03
575,226,563,2,268.76,0.0,537.51
576,226,377,3,327.62,49.14,835.43
577,227,244,2,165.65,0.0,331.3
578,228,423,5,384.78,0.0,1923.88
579,228,256,1,50.13,2.51,47.62
580,229,185,3,133.0,13.3,359.11
581,229,251,3,442.49,66.37,1128.36
582,229,491,1,44.91,0.0,44.91
583,229,257,5,460.3,46.03,2071.35
584,230,455,3,422.1,42.21,1139.68
585,230,251,5,515.44,51.54,2319.5
586,231,56,3,470.38,70.56,1199.45
587,232,81,2,527.57,26.38,1002.37
588,232,313,5,185.86,18.59,836.34
589,232,146,1,20.76,3.11,17.65
590,233,117,1,174.96,0.0,174.96
591,233,277,3,115.47,11.55,311.77
592,233,87,1,152.22,22.83,129.39
593,233,508,1,395.77,59.37,336.4
594,234,46,2,67.9,3.4,129.01
595,234,442,5,150.06,15.01,675.25
596,234,33,5,22.65,0.0,113.26
597,234,345,3,295.88,14.79,843.26
598,235,350,5,280.2,42.03,1190.83
599,236,112,5,223.58,22.36,1006.11
600,237,435,5,171.65,17.16,772.45
601,237,167,4,323.1,16.15,1227.78
602,237,136,1,376.01,37.6,338.41
603,237,88,2,466.25,46.62,839.26
604,238,585,4,431.06,43.11,1551.79
605,238,371,3,189.61,0.0,568.84
606,238,128,3,95.52,9.55,257.91
607,239,184,4,62.82,9.42,213.59
608,239,10,4,11.43,1.14,41.17
609,239,492,5,88.49,0.0,442.44
610,240,284,5,345.27,0.0,1726.33
611,241,185,3,154.15,15.41,416.21
612,241,266,4,92.95,4.65,353.21
613,241,151,5,401.35,20.07,1906.41
614,241,118,1,22.84,3.43,19.41
615,242,43,5,119.56,0.0,597.8
616,242,266,3,90.72,9.07,244.95
617,242,554,1,484.16,48.42,435.74
618,243,80,5,141.28,0.0,706.42
619,244,209,3,350.73,52.61,894.35
620,244,74,4,401.65,20.08,1526.29
621,245,335,5,270.06,27.01,1215.23
622,246,384,4,430.6,43.06,1550.15
623,246,32,2,440.27,44.03,792.48
624,246,154,5,235.43,11.77,1118.29
625,246,321,5,290.29,29.03,1306.29
626,247,388,5,163.84,8.19,778.23
627,247,391,1,408.8,20.44,388.36
628,248,552,1,317.14,0.0,317.14
629,248,484,5,251.61,25.16,1132.25
630,248,276,2,342.74,34.27,616.95
631,248,250,3,452.99,45.3,1223.08
632,249,467,3,73.82,0.0,221.46
633,249,247,4,362.81,54.42,1233.56
634,250,82,3,283.98,0.0,851.95
635,250,371,4,187.63,28.14,637.95
636,250,429,2,74.95,3.75,142.39
637,251,418,5,232.17,23.22,1044.73
638,251,294,3,414.8,0.0,1244.4
639,252,432,5,522.49,78.37,2220.59
640,252,203,2,87.45,0.0,174.91
641,252,171,1,45.14,6.77,38.37
642,252,104,2,341.98,51.3,581.36
643,253,171,1,42.52,6.38,36.14
644,254,363,2,220.74,11.04,419.4
645,254,301,1,341.6,34.16,307.44
646,254,111,1,272.37,27.24,245.13
647,254,460,4,200.21,30.03,680.7
648,255,489,2,23.55,0.0,47.1
649,255,156,1,340.11,34.01,306.1
650,255,465,4,460.41,23.02,1749.56
651,256,100,2,86.43,8.64,155.58
652,256,50,5,54.37,8.16,231.06
653,256,293,3,335.0,16.75,954.74
654,257,43,2,112.99,11.3,203.38
655,257,589,5,269.99,27.0,1214.95
656,258,170,1,239.99,36.0,203.99
657,258,450,2,54.0,5.4,97.21
658,258,266,5,105.53,5.28,501.26
659,259,145,1,238.63,11.93,226.7
660,259,29,5,403.96,20.2,1918.79
661,259,7,4,423.65,0.0,1694.58
662,260,209,3,376.42,56.46,959.88
663,260,456,5,70.05,10.51,297.7
664,260,303,1,518.26,0.0,518.26
665,261,443,4,271.72,13.59,1032.53
666,261,286,1,252.77,0.0,252.77
667,261,228,1,24.07,2.41,21.66
668,261,283,4,81.25,0.0,324.99
669,262,40,4,248.98,24.9,896.3
670,262,195,5,42.85,0.0,214.24
671,262,9,2,405.93,60.89,690.08
672,263,201,3,475.53,71.33,1212.6
673,263,192,4,179.45,8.97,681.93
674,264,529,2,129.23,0.0,258.47
675,265,572,5,396.21,19.81,1881.98
676,265,40,4,280.77,42.12,954.61
677,265,598,2,246.85,37.03,419.63
678,265,544,2,112.63,5.63,214.01
679,266,497,4,107.77,16.17,366.39
680,266,366,5,299.88,0.0,1499.42
681,266,225,1,540.39,54.04,486.35
682,267,458,3,75.89,11.38,193.54
683,267,119,2,304.69,30.47,548.43
684,267,117,3,181.89,9.09,518.41
685,267,496,4,127.61,6.38,484.91
686,268,298,3,141.66,21.25,361.24
687,269,576,3,426.6,42.66,1151.83
